DOY,ALB
214,0.020082000643014908
215,0.020082000643014908
216,0.019569000229239464
217,0.02264999970793724
218,0.023649999871850014
219,0.023649999871850014
220,0.023649999871850014
221,0.023649999871850014
222,0.02264999970793724
223,0.02264999970793724
224,0.02421800047159195
225,0.024731000885367393
226,0.024731000885367393
227,0.02505500055849552
228,0.02505500055849552
229,0.02486499957740307
230,0.02486499957740307
231,0.02486499957740307
232,0.02392200008034706
233,0.021787000820040703
234,0.02197599969804287
235,0.022165000438690186
236,0.02335299924015999
237,0.022352999076247215
238,0.02102999947965145
239,0.022597000002861023
240,0.022597000002861023
241,0.02278600074350834
242,0.02221900038421154
243,0.020462999120354652
244,0.021462999284267426
245,0.021462999284267426
246,0.021462999284267426
247,0.01970599964261055
248,0.020138999447226524
249,0.019571999087929726
250,0.019571999087929726
251,0.018949000164866447
252,0.019138000905513763
253,0.020949000492691994
254,0.02051600068807602
255,0.02051600068807602
256,0.02284100092947483
257,0.022273000329732895
258,0.023652000352740288
259,0.023895999416708946
260,0.023895999416708946
261,0.02432899922132492
262,0.02432899922132492
263,0.02759999968111515
264,0.02759999968111515
265,0.030379999428987503
266,0.030812999233603477
267,0.030433999374508858
268,0.03143500164151192
269,0.030679000541567802
270,0.03086799941956997
271,0.029867999255657196
272,0.03573000058531761
273,0.03591899946331978
274,0.03181200101971626
275,0.03167799860239029
276,0.03148899972438812
277,0.03129899874329567
278,0.03173200041055679
279,0.03059699945151806
280,0.03059699945151806
281,0.02970699965953827
282,0.02970699965953827
283,0.029273999854922295
284,0.029249999672174454
285,0.029872000217437744
286,0.029872000217437744
287,0.029872000217437744
288,0.030061999335885048
289,0.029440000653266907
290,0.03076300024986267
291,0.03100699931383133
292,0.03287399932742119
293,0.033062998205423355
294,0.03325200080871582
295,0.03600800037384033
296,0.03600800037384033
297,0.03600800037384033
298,0.05431399866938591
299,0.03550799936056137
300,0.030316999182105064
301,0.03169500082731247
302,0.030695000663399696
303,0.030507000163197517
304,0.02788200043141842
305,0.029071999713778496
306,0.029071999713778496
307,0.029071999713778496
308,0.03030800074338913
309,0.031029000878334045
310,0.03202800080180168
311,0.030650999397039413
312,0.030650999397039413
313,0.031651001423597336
314,0.03100300021469593
315,0.029245000332593918
316,0.029976999387145042
317,0.029976999387145042
318,0.030087999999523163
319,0.030519999563694
320,0.030331000685691833
321,0.029763000085949898
322,0.029763000085949898
323,0.029763000085949898
324,0.03195299953222275
325,0.03138599917292595
326,0.031817998737096786
327,0.031817998737096786
328,0.031817998737096786
329,0.030306000262498856
330,0.030306000262498856
331,0.02743699960410595
332,0.02743699960410595
333,0.02743699960410595
334,0.02719300054013729
335,0.02719300054013729
336,0.028571000322699547
337,0.028192000463604927
338,0.028192000463604927
339,0.028192000463604927
340,0.028192000463604927
341,0.02738099917769432
342,0.028380999341607094
343,0.028380999341607094
344,0.028380999341607094
345,0.026381000876426697
346,0.026381000876426697
347,0.028380999341607094
348,0.028380999341607094
349,0.028380999341607094
350,0.028380999341607094
351,0.028380999341607094
352,0.028380999341607094
353,0.028380999341607094
354,0.028380999341607094
355,0.028380999341607094
356,0.028380999341607094
357,0.028380999341607094
358,0.028380999341607094
359,0.028380999341607094
360,0.028380999341607094
361,0.028380999341607094
362,0.028380999341607094
363,0.028380999341607094
364,0.028380999341607094
365,0.028380999341607094
