DOY,LAI,ALB
195,1.75,0.07313799858093262
196,1.725,0.07073400169610977
197,1.7,0.07632599771022797
198,1.7,0.07532600313425064
199,1.7,0.07594799995422363
200,1.7,0.0778919979929924
201,1.7,0.0785129964351654
202,1.675,0.07964800298213959
203,1.65,0.07729800045490265
204,1.625,0.07692000269889832
205,1.6,0.07773099839687347
206,1.6,0.07497400045394897
207,1.6,0.07597299665212631
208,1.6,0.0742729976773262
209,1.6,0.07892099767923355
210,1.5750000000000002,0.07854200154542923
211,1.55,0.08105500042438507
212,1.525,0.07859700173139572
213,1.5,0.08073200285434723
214,1.475,0.08135399967432022
215,1.45,0.08135399967432022
216,1.4249999999999998,0.08381400257349014
217,1.4,0.0823569968342781
218,1.4,0.08600500226020813
219,1.4,0.08694999665021896
220,1.4,0.08984100073575974
221,1.4,0.08927399665117264
222,1.4,0.09103000164031982
223,1.4,0.08970700204372406
224,1.4,0.09027399867773056
225,1.4,0.09292100369930267
226,1.4249999999999998,0.08989699929952621
227,1.45,0.08800599724054337
228,1.475,0.08876299858093262
229,1.5,0.08757500350475311
230,1.40625,0.08738599717617035
231,1.3125,0.08738599717617035
232,1.21875,0.08581899851560593
233,1.125,0.08770900219678879
234,1.09375,0.080656997859478
235,1.0625,0.08084599673748016
236,1.03125,0.08462800085544586
237,1.0,0.08562800288200378
238,1.0,0.08562800288200378
239,1.0,0.08562800288200378
240,1.0,0.08449400216341019
241,1.0,0.08524999767541885
242,1.000994873046875,0.08538500219583511
243,1.00198974609375,0.08959999680519104
244,1.002984619140625,0.08789800107479095
245,1.0039794921875,0.08808699995279312
246,1.005230712890625,0.0892999991774559
247,1.00648193359375,0.08948899805545807
248,1.007733154296875,0.08678700029850006
249,1.008984375,0.08837900310754776
250,1.0084716796875,0.08365099877119064
251,1.007958984375,0.085377998650074
252,1.0074462890625,0.08354099839925766
253,1.00693359375,0.08221899718046188
254,1.0067626953125,0.07995100319385529
255,1.006591796875,0.07781899720430374
256,1.0064208984375,0.07781899720430374
257,1.00625,0.07938499748706818
258,1.0046875000000002,0.078684002161026
259,1.003125,0.078684002161026
260,1.0015625,0.078684002161026
261,1.0,0.07987300306558609
262,0.99375,0.07822699844837189
263,0.9875,0.07741600275039673
264,0.9812500000000001,0.07822699844837189
265,0.9750000000000001,0.07847099751234055
266,0.925,0.07803899794816971
267,0.875,0.07803899794816971
268,0.825,0.07879500091075897
269,0.7749999999999999,0.07822699844837189
270,0.7562499999999999,0.08030600100755692
271,0.7374999999999999,0.08135999739170074
272,0.71875,0.08052600175142288
273,0.7,0.0846870020031929
274,0.7,0.08943799883127213
275,0.7,0.08906000107526779
276,0.7,0.08746600151062012
277,0.7,0.08765599876642227
278,0.6749999999999999,0.09122300148010254
279,0.6499999999999999,0.09122300148010254
280,0.625,0.09122300148010254
281,0.6,0.08627700060606003
282,0.6,0.06276199966669083
283,0.6,0.06251700222492218
284,0.6,0.06251700222492218
285,0.6,0.06251700222492218
286,0.575,0.06289499998092651
287,0.55,0.06289499998092651
288,0.525,0.08151999861001968
289,0.5,0.08151999861001968
290,0.45,0.08014100044965744
291,0.4,0.06786999851465225
292,0.35,0.06411299854516983
293,0.3,0.06311299651861191
294,0.3125,0.06292399764060974
295,0.32499999999999996,0.06292399764060974
296,0.33749999999999997,0.06192399933934212
297,0.35,0.059356000274419785
298,0.33749999999999997,0.05797800049185753
299,0.32499999999999996,0.05578799918293953
300,0.3125,0.05678800120949745
301,0.3,0.05678800120949745
302,0.3,0.05816600099205971
303,0.3,0.059918999671936035
304,0.3,0.059918999671936035
305,0.3,0.059918999671936035
306,0.3,0.0601079985499382
307,0.3,0.06467899680137634
308,0.3,0.06467899680137634
309,0.3,0.06467899680137634
310,0.3,0.0648680031299591
311,0.3,0.0648680031299591
312,0.3,0.0648680031299591
313,0.3,0.0648680031299591
314,0.3,0.0648680031299591
315,0.3,0.06724700331687927
316,0.3,0.06724700331687927
317,0.3,0.06724700331687927
318,0.3,0.06862500309944153
319,0.3,0.06612825253978372
320,0.3,0.0636315019801259
321,0.3,0.06113475142046809
322,0.28125,0.05863800086081028
323,0.2625,0.05614125030115247
324,0.24375,0.053644499741494656
325,0.225,0.051147749181836843
326,0.21875,0.04865099862217903
327,0.21250000000000002,0.0510299988090992
328,0.20625000000000002,0.0510299988090992
329,0.2,0.0510299988090992
330,0.17500000000000002,0.0510299988090992
331,0.15000000000000002,0.0510299988090992
332,0.125,0.0510299988090992
333,0.1,0.05121900141239166
334,0.1,0.05121900141239166
335,0.1,0.0510299988090992
336,0.1,0.05121900141239166
337,0.1,0.05121900141239166
338,0.1,0.05121900141239166
339,0.1,0.05121900141239166
340,0.1,0.05141099914908409
341,0.1,0.050221998244524
342,0.1,0.05041100084781647
343,0.1,0.050978001207113266
344,0.1,0.050978001207113266
345,0.1,0.050978001207113266
346,0.1,0.050978001207113266
347,0.1,0.0507889986038208
348,0.1,0.05197799950838089
349,0.1,0.05046600103378296
350,0.1,0.05165499821305275
351,0.1,0.05284399911761284
352,0.1,0.05284399911761284
353,0.1,0.053304001688957214
354,0.1,0.053304001688957214
355,0.1,0.05349300056695938
356,0.1,0.05300699919462204
357,0.1,0.054520998150110245
358,0.1,0.054520998150110245
359,0.1,0.054520998150110245
360,0.1,0.054520998150110245
361,0.1,0.055195000022649765
362,0.11250000000000002,0.0550060011446476
363,0.125,0.05476300045847893
364,0.1375,0.05476300045847893
365,0.15000000000000002,0.054572999477386475
