108,63.48531245
108,45.25367969
108,41.5409773
108,49.54040788
117,77.43753807
117,80.91266391
117,84.01343911
124,118.1650354
124,89.21901532
124,75.9020275
124,94.07194088
131,121.9889914
131,106.3705302
131,97.37738173
137,127.1410112
137,111.6620068
137,114.3881765
144,103.8507503
144,92.83197163
151,94.82985766
151,84.37370892
166,98.93458422
166,70.18930878
166,60.12042481
179,65.33303181
179,56.93011703
193,68.24491039
193,46.37149325
193,71.60716873
193,50.87073462
204,60.7890387
204,42.56190308
204,46.38484387
211,67.57358145
221,65.08151799
221,53.01712443
228,55.94870711
228,32.20864613
228,13.67839232
235,66.31362226
235,58.13722083
242,65.0021393
242,32.67791972
242,25.69080132
242,36.01572122
249,35.81066891
249,20.02407826
249,38.71033471
256,44.89494075
256,28.58967561
256,31.32788162
