142,21.11907344
142,37.83835914
152,44.68477032
152,49.35892762
157,32.46743419
157,58.17529936
157,46.84945666
157,51.34365411
164,41.82626952
164,61.42177514
164,47.21971253
164,72.92739312
170,37.52089149
170,95.40834737
170,62.86902153
170,73.11621254
177,53.17167709
177,90.7447108
177,50.65482315
177,73.30632397
185,46.53180444
185,85.18348984
185,58.2171977
185,69.18348984
192,51.9355836
192,89.3290266
192,52.11554346
192,71.89063978
199,56.62026163
199,89.8786886
199,70.28299841
206,48.00156888
206,84.4959509
206,57.17029278
206,81.79932169
218,54.31160741
218,100.8734052
218,59.16553999
218,94.22171977
230,53.61059456
230,98.01508894
230,61.16115636
246,46.80312853
246,85.09526336
246,50.2186743
246,91.38721362
252,47.17172323
252,91.9355836
252,57.59850495
252,81.50861731
260,88.71162587
260,86.91387306
274,20.59765129
274,58.71019542
274,28.14821309
274,52.95720185
280,14.85388644
280,37.32598113
280,24.74171146
280,33.55106938
290,14.86902153
290,7.138684447
