DOY,LAI,ALB
37,1.1,0.04557090252637863
38,1.09375,0.04566419869661331
39,1.0875,0.04593740403652191
40,1.08125,0.04594070091843605
41,1.075,0.04638100415468216
42,1.05625,0.04701470211148262
43,1.0375,0.04698159918189049
44,1.01875,0.04594910144805908
45,1.0,0.04373310133814812
46,0.975,0.044339701533317566
47,0.95,0.037477899342775345
48,0.925,0.03596020117402077
49,0.9,0.035935599356889725
50,0.9,0.03590250015258789
51,0.9,0.03587790206074715
52,0.9,0.03569209948182106
53,0.9,0.032400500029325485
54,0.975,0.03236740082502365
55,1.05,0.03224270045757294
56,1.125,0.032106801867485046
57,1.2,0.03258620202541351
58,1.3,0.03257690370082855
59,1.4,0.03230120241641998
60,1.5,0.03140359744429588
61,1.6,0.03137899935245514
62,1.5250000000000001,0.03137899935245514
63,1.4500000000000002,0.03008509986102581
64,1.375,0.03008509986102581
65,1.3,0.030127501115202904
66,1.44375,0.030060499906539917
67,1.5875,0.030099600553512573
68,1.73125,0.029776401817798615
69,1.875,0.03141600266098976
70,1.93125,0.03166789934039116
71,1.9875,0.03159239888191223
72,2.04375,0.031724799424409866
73,2.1,0.031365104019641876
74,2.0546875,0.031221698969602585
75,2.0093750000000004,0.03129800036549568
76,1.9640625000000003,0.0307219997048378
77,1.9187500000000002,0.032139699906110764
78,1.9390625000000001,0.032139699906110764
79,1.959375,0.032239802181720734
80,1.9796875,0.03184190019965172
81,2.0,0.03227290138602257
82,1.925,0.03231530264019966
83,1.85,0.03262240067124367
84,1.775,0.0336650013923645
85,1.7,0.033407099545001984
86,1.70625,0.033082202076911926
87,1.7125,0.0330066978931427
88,1.71875,0.03306690230965614
89,1.725,0.03190129995346069
90,1.7158203125,0.031219899654388428
91,1.706640625,0.03080500289797783
92,1.6974609375,0.030728701502084732
93,1.68828125,0.027973299846053123
94,1.6919921875,0.027873199433088303
95,1.695703125,0.02803349867463112
96,1.6994140625,0.028175201267004013
97,1.703125,0.02631480246782303
98,1.68359375,0.0253944993019104
99,1.6640625,0.026764802634716034
100,1.64453125,0.02759089693427086
101,1.625,0.0276154987514019
102,1.61796875,0.027691001072525978
103,1.6109375,0.027748700231313705
104,1.60390625,0.026434600353240967
105,1.596875,0.026801101863384247
106,1.59765625,0.027618002146482468
107,1.5984375000000002,0.027507800608873367
108,1.5992187500000001,0.02667040005326271
109,1.6,0.02647700160741806
110,1.6,0.02621310204267502
111,1.6,0.026481198146939278
112,1.6,0.02650579810142517
113,1.6,0.02655329927802086
114,1.6,0.026163902133703232
115,1.6,0.02582080103456974
116,1.6,0.0248866006731987
117,1.6,0.02444550022482872
118,1.59375,0.024470098316669464
119,1.5875000000000001,0.024768799543380737
120,1.5812500000000003,0.025512101128697395
121,1.5750000000000002,0.024762198328971863
122,1.5562500000000001,0.024537399411201477
123,1.5375,0.024504300206899643
124,1.51875,0.024612899869680405
125,1.5,0.024790998548269272
126,1.4875,0.02494879812002182
127,1.475,0.02470869943499565
128,1.4625,0.024483900517225266
129,1.45,0.024044301360845566
130,1.4375,0.024726402014493942
131,1.4249999999999998,0.02478409931063652
132,1.4124999999999999,0.02495039999485016
133,1.4,0.02505050227046013
134,1.4,0.025108199566602707
135,1.4,0.02514129877090454
136,1.4,0.024974200874567032
137,1.4,0.02576650120317936
138,1.3578124999999999,0.026149900630116463
139,1.3156249999999998,0.026009898632764816
140,1.2734375,0.02614310011267662
141,1.23125,0.026441797614097595
142,1.1984375,0.026240799576044083
143,1.165625,0.025908298790454865
144,1.1328125,0.0267574992030859
145,1.1,0.026724399998784065
146,1.08125,0.02527020126581192
147,1.0625,0.024595776107162237
148,1.04375,0.023921350948512554
149,1.025,0.02324692578986287
150,1.02890625,0.022572500631213188
151,1.0328125,0.022530099377036095
152,1.03671875,0.02261660061776638
153,1.040625,0.022549599409103394
154,1.0394104003906248,0.02288380078971386
155,1.03819580078125,0.022610099986195564
156,1.036981201171875,0.021279199048876762
157,1.0357666015625,0.021236799657344818
158,1.0367034912109374,0.021269898861646652
159,1.037640380859375,0.021983399987220764
160,1.0385772705078127,0.02202579937875271
161,1.03951416015625,0.0220503993332386
162,1.0396209716796876,0.02323799952864647
163,1.039727783203125,0.025455601513385773
164,1.0398345947265626,0.02561340108513832
165,1.03994140625,0.025755899026989937
166,1.0399257659912111,0.02605290152132511
167,1.039910125732422,0.024455498903989792
168,1.0398944854736327,0.023901699110865593
169,1.0398788452148438,0.025838401168584824
170,1.0401630401611328,0.02381270006299019
171,1.0404472351074219,0.02316799946129322
172,1.040731430053711,0.024943500757217407
173,1.041015625,0.025743402540683746
174,1.0405227661132812,0.02252660132944584
175,1.0400299072265624,0.028122499585151672
176,1.0395370483398438,0.02616490051150322
177,1.039044189453125,0.027470599859952927
178,1.0402206420898439,0.026993099600076675
179,1.0413970947265625,0.025598499923944473
180,1.0425735473632813,0.026132699102163315
181,1.0437500000000002,0.025880198925733566
