132,47.05,15.07824722
151,106.26,3.470077351
159,119.65,4.885843362
169,112.45,9.01778698
190,98.44,11.24951034
201,80.74,22.03583594
214,73.7,16.28186332
224,51.4,8.382522548
232,46.83333333,4.939385771
