DOY,SW,TA,VPD,PA,PAR,CA,ALB
100,14.009207039999998,298.096,669.26,98533.8,35.015490800006404,393.893,0.024870625056553103
101,13.3335936,298.51540000000006,750.8199999999999,98548.0,38.960181000014394,398.4213333333333,0.02423381965297058
102,11.70770112,298.2704,694.52,98583.4,31.327389599990397,396.1266666666667,0.022142170441175495
103,12.238801919999998,297.9078,679.3399999999999,98620.6,26.647099199999996,398.1466666666667,0.02562950433575269
104,9.80187264,297.7780000000001,617.38,98663.8,19.158201,392.51099999999997,0.02609712342876954
105,12.371581439999998,297.9732,676.72,98646.4,32.4872004260736,399.83200000000005,0.023223246757971994
106,15.76387008,298.0964,700.38,98648.2,39.9056880000096,398.58933333333334,0.02212496624541052
107,15.19345728,298.403,752.92,98596.8,33.8567234042592,399.3876666666667,0.02293133278785633
108,12.478596480000002,298.24920000000003,712.0600000000001,98602.2,37.3692348000288,395.60066666666665,0.020510696915190176
109,13.3549344,298.20140000000004,712.18,98550.2,29.722206000009596,398.8476666666666,0.02379344896163776
110,11.81369664,297.8392,672.4,98544.4,26.197296000019197,398.2683333333334,0.02414607980913146
111,15.920323200000002,298.6736,751.9800000000001,98499.8,37.9307326402944,398.10533333333336,0.02251710521837479
112,11.084065919999999,298.24899999999997,723.4599999999999,98528.0,23.6690530540704,400.4936666666667,0.02846156566353879
113,13.655070719999998,298.29380000000003,702.1400000000001,98559.0,32.6989149957216,401.46999999999997,0.024138342208120164
114,10.28277504,297.82860000000005,674.6600000000001,98602.6,24.064775999999995,401.88366666666667,0.026759526039224137
115,12.97247616,298.11980000000005,736.12,98651.2,33.5182080000096,401.77400000000006,0.02465861540094038
116,14.21568576,298.10080000000005,687.5200000000001,98649.2,28.456272,403.32933333333335,0.02068689812917672
117,14.11774272,298.25300000000004,711.4,98637.4,35.083475181792,403.20700000000005,0.020761825794788292
118,13.293002879999998,298.40520000000004,676.7,98651.6,34.340210999971205,405.049,0.021073603770249135
119,13.799358719999997,298.3402000000001,683.5200000000001,98677.4,32.9585789999808,396.52299999999997,0.020453506466290083
120,14.5171872,298.36680000000007,705.72,98647.0,34.8569279999856,399.4303333333333,0.021145150829180604
121,13.523086080000002,298.21560000000005,689.1,98605.6,36.2668512558384,399.067,0.019583850690251627
122,13.401313919999998,298.5022,782.0999999999999,98585.2,38.264390000020796,402.1403333333333,0.024452343288346463
123,13.981697279999997,298.747,772.66,98574.4,29.503476000028797,402.828,0.030855686292565375
124,13.1334048,298.5942,750.96,98584.4,27.5707416774528,401.23466666666667,0.02976472562437909
125,14.15624256,298.541,735.1,98610.0,37.074964928745594,400.98966666666666,0.02473122864837685
126,11.7739008,298.46520000000004,729.8399999999999,98612.4,28.4367950830656,400.8113333333333,0.023949660503200278
127,10.421326079999998,298.15860000000004,661.4,98636.6,26.4120799701024,403.546,0.023657053920305295
128,11.761476479999999,298.4072,753.38,98639.8,30.651786243719997,403.695,0.02563996926297015
129,14.31148608,298.6826,794.26,98635.6,38.52626400001439,401.30600000000004,0.026211853573405372
130,11.799198719999998,298.17420000000004,693.78,98685.8,27.869382000028804,400.9413333333334,0.02244549233274198
131,13.54655232,298.351,671.18,98675.4,29.9839800000096,395.95599999999996,0.02330504489396592
132,13.19246784,298.6686000000001,729.86,98636.8,27.969508999987198,399.7386666666667,0.023995473070338245
133,17.24571648,299.2268,864.0600000000001,98567.6,37.191768000019195,395.88366666666667,0.02286858594237158
134,16.56766656,299.4,853.54,98546.8,36.438396000019196,394.157,0.023439890164200592
135,14.39365248,298.75020000000006,782.28,98547.8,33.3625669676064,399.7136666666667,0.02209740038037548
136,14.2399296,298.7124,763.9200000000001,98552.6,31.266510000019196,399.64733333333334,0.02299521116998983
137,12.875258879999999,298.77080000000007,771.0000000000001,98596.2,33.679772666668796,401.56666666666666,0.023079565917072054
138,14.095036799999999,299.14580000000007,833.3799999999999,98603.4,32.375043000014394,395.0863333333334,0.025293677602163982
139,13.449853440000002,298.96380000000005,801.6200000000001,98641.8,32.380754170204796,391.08500000000004,0.023641244406522804
140,13.697855999999998,298.66780000000006,779.0000000000001,98668.2,37.597474212768,393.14799999999997,0.022614721275913564
141,15.1909344,299.03340000000003,802.5200000000001,98643.0,34.9737627446784,399.375,0.023162863409231065
142,12.91737024,298.564,756.7199999999999,98664.4,33.7302594545184,398.29733333333337,0.02272671519276653
143,11.96785152,298.2654,697.3,98682.4,25.524005999990397,400.2556666666667,0.024177728147296317
144,14.007461759999998,298.18100000000004,688.6,98688.8,32.4579066399936,399.4026666666666,0.024060935557610987
145,14.25705408,298.3414000000001,715.54,98647.2,21.624233015186785,399.17800000000005,0.026418978904084567
146,14.900820479999998,298.409,754.4599999999999,98637.8,29.6651460000096,400.9003333333333,0.024329784185106337
147,15.28168896,298.466,796.44,98651.2,29.995743295929604,395.171,0.024368719524852527
148,15.46865856,298.60020000000003,791.8000000000002,98652.0,40.907746799985595,395.9416666666666,0.021135569814913602
149,15.675413759999998,298.71000000000004,798.88,98657.0,37.70309448,398.0683333333333,0.022190577498745406
150,14.038392960000001,298.56160000000006,800.76,98704.8,35.54873269562879,398.0243333333333,0.023024501412182628
151,15.036831359999999,298.46760000000006,819.6200000000001,98703.4,40.7167808936112,399.0040000000001,0.023623574331996917
152,15.26354496,298.2228,796.28,98688.0,36.316053,395.2196666666666,0.025876383097019492
153,10.741178879999998,297.48480000000006,660.88,98705.0,20.4665168697984,398.62033333333335,0.02389238985366838
154,15.491364480000001,298.05039999999997,793.7,98730.8,34.737096599999994,399.72133333333335,0.022445744645216203
155,16.3106784,298.5156,847.4599999999998,98706.6,36.224668595750394,400.355,0.02260580480035425
156,13.26564864,298.37160000000006,756.9200000000001,98677.6,27.6375471574752,395.7386666666667,0.023929084144889222
157,13.959440640000002,298.01860000000005,758.0200000000001,98705.2,27.5281439999904,397.818,0.02373019455166363
158,13.087681919999998,297.6308,711.24,98749.0,27.6935520000096,400.3376666666666,0.023404148373591633
159,14.11731072,297.9752,801.26,98761.6,29.7855032936256,399.4376666666667,0.02440015845414626
160,17.029008,298.739,887.4400000000002,98755.6,36.378432000000004,392.038,0.02203536425099355
161,15.319428479999996,298.53060000000005,817.76,98714.4,32.36563636364159,389.5933333333333,0.02240038761646233
162,14.374333440000001,298.2242,790.1400000000001,98693.2,30.3266710212768,397.5883333333333,0.02378797196352096
163,14.459713919999999,298.32800000000003,799.9399999999999,98701.6,26.6000999999904,396.49066666666675,0.02384855696035327
164,13.954999679999997,298.1236,802.16,98710.2,28.214754453648,390.4676666666667,0.024888680181631078
165,15.29108928,298.3166,774.24,98719.2,40.1352791999904,394.47900000000004,0.023433787399695597
166,13.464230399999996,298.0402,743.0600000000001,98708.4,28.7582859,394.26825,0.02231482092609699
167,15.25490496,298.31980000000004,837.0,98679.8,41.36090855336639,392.9395,0.022781694072333224
168,16.28748864,298.4662,842.3799999999999,98716.6,40.061871199987195,394.19274999999993,0.02272013738074229
169,16.068464639999995,298.918,961.2,98747.0,38.7877325999904,391.99,0.022675122804142918
170,13.733055359999998,298.28860000000003,874.9800000000001,98801.8,33.125440340448,392.35299999999995,0.022584514871683243
171,10.92721536,297.6574,779.9399999999999,98819.8,21.248669142864,392.26175,0.024565397319262168
172,13.412787839999998,297.896,767.58,98806.6,28.307493927273597,394.09799999999996,0.022099377698609146
173,15.183020159999998,298.159,794.86,98782.0,32.655487748832,392.53175,0.022739339317231894
174,14.40758016,297.9040000000001,804.64,98817.8,30.340062,391.3575,0.02369372007776649
175,12.957684480000001,298.1134,783.24,98811.0,28.4125919999904,393.51625,0.02331026648005869
176,16.40791296,298.72740000000005,905.3,98780.2,36.25668230771519,390.4395,0.023686294687693468
177,16.055366400000004,298.6508,886.6199999999999,98756.6,40.724078386694394,392.4005000000001,0.022854674330453878
178,15.91189056,298.49240000000003,872.82,98726.2,35.7628505999904,395.56149999999997,0.02339662487643601
179,15.34477824,298.7182,971.4200000000001,98726.6,40.21030199998079,394.892,0.02278611585658674
180,15.872353919999998,299.24320000000006,987.82,98683.8,38.86774199999999,393.7015,0.023547725000298707
181,16.70592384,299.34680000000003,974.8399999999999,98727.2,37.1303390776536,393.34975000000003,0.025429683937440092
182,14.02878528,298.40020000000004,762.76,98723.6,27.736793771205598,394.43375000000003,0.02625620274424737
183,15.375329279999997,298.17400000000004,791.9200000000001,98745.2,34.769985414897604,394.0535,0.02619293565912409
184,15.77140416,298.56440000000003,856.1600000000001,98711.8,37.2356814670056,393.0855,0.024971391131374567
185,17.42707008,299.08140000000003,971.96,98662.2,40.20724609845119,390.15999999999997,0.024312653261158702
186,15.15583872,298.8054,918.8199999999999,98663.2,33.590470021279195,390.46875,0.02504017785650362
187,18.27366912,299.45740000000006,1018.5,98710.4,38.0911828820544,389.64775,0.025412034479770022
188,16.471382400000003,299.12620000000004,912.5,98689.8,34.557617556374396,389.907,0.02514785782829342
189,16.981436159999998,299.158,934.78,98677.4,37.8145577585232,391.02824999999996,0.025321811062069318
190,16.95491136,299.466,975.68,98661.0,38.320158127651204,390.28950000000003,0.025949065399236883
191,13.546033920000003,298.616,894.5400000000002,98715.4,30.8052079411824,392.05125,0.02440340802536551
192,16.770274559999997,298.9036,941.7,98756.0,39.235423505320796,390.18000000000006,0.025240837951262345
193,16.7588352,298.92400000000004,940.2999999999998,98749.0,45.7596009230688,389.303,0.023320955132304342
194,14.55458112,298.6016000000001,868.9,98719.2,36.141516000014406,392.35875,0.02535308701493415
195,15.957077759999999,298.44680000000005,796.0800000000002,98709.0,29.942479392868798,391.6495,0.025499635281810998
196,17.36273664,299.0754,926.7599999999999,98757.8,36.3884896956384,390.155,0.02552655360046033
197,16.263659519999997,298.6528,886.5600000000001,98805.4,36.7535824084944,392.75,0.024764718132204672
198,16.129065599999997,298.6282,858.5,98803.6,36.118283249987996,392.544,0.025177646005610916
199,16.49429568,299.012,950.7800000000001,98813.6,37.059505439363996,390.40075,0.025238572673564847
200,17.03068416,299.2024,999.6600000000001,98754.8,41.409187772723996,387.1395,0.025559087342391915
201,16.62047424,299.52700000000004,992.4799999999999,98715.0,39.4821542608704,387.7965,0.023382158782452617
202,16.84573632,299.1116,1030.8600000000001,98696.0,42.226212000009596,392.83325,0.024013946597881187
203,18.36003456,298.9678,1026.22,98703.4,42.3565320000096,391.2335,0.024058201932084734
204,16.57824192,299.2982,973.5600000000001,98714.8,38.7562656000096,389.47575,0.024421671834109978
205,17.32636224,299.3048,963.22,98753.0,42.4343724995592,392.066,0.024839040697571972
206,16.92449856,299.456,981.28,98757.8,36.633954857155196,391.24800000000005,0.025513679556372886
207,17.915644800000003,299.28740000000005,979.4200000000001,98792.8,37.9240403936256,388.89300000000003,0.02633598243583656
208,18.37928448,299.8706000000001,1097.9599999999998,98802.2,38.982647010650396,392.08275,0.02602097332712523
209,16.2586656,299.2902,1007.7800000000001,98756.2,33.673651239132,392.70475,0.026259846630318
210,18.85171968,299.5268,1073.3,98750.6,39.9955839702264,392.17925,0.024573476493892146
211,19.028736000000002,299.6804,1098.9,98739.4,41.012020819144794,392.8735,0.025203499774018555
212,17.80183872,299.9286,1056.5,98753.8,36.6816264893712,393.2795,0.025437616923438752
213,19.03084416,299.96220000000005,1089.78,98783.6,40.391588243757596,392.39475000000004,0.02495000213120651
214,19.923408000000002,300.1068,1226.3,98768.0,42.7656250851192,393.233,0.024706225216872334
215,17.928241919999998,299.554,1129.8799999999999,98731.4,38.9182702021272,392.5,0.025072165779006964
216,18.92640384,299.66200000000003,1166.62,98714.4,40.9551762159576,391.56425,0.025761143986415908
217,20.9642688,300.0414,1258.5200000000002,98706.2,44.8036565744664,390.6555,0.0250680867561171
218,20.780755199999998,300.23359999999997,1220.1200000000001,98745.6,44.877160531915194,391.62675,0.025304850788304016
219,18.718801919999997,299.6652,1081.14,98748.6,40.4036224468056,392.7395,0.025299293669033482
220,16.676150399999997,299.4688,1078.1200000000001,98819.8,40.823790154466394,390.9825,0.025832415422317425
221,17.360628479999995,299.5964,1042.5800000000002,98826.4,38.671925549392796,388.42,0.02549639239034668
222,17.31746304,299.1206,1008.8399999999999,98837.2,39.546543159576,391.23224999999996,0.02583537137612395
223,15.5869056,299.0044,965.9599999999998,98807.0,38.07260867390399,392.63675,0.02610528466142252
224,16.145239679999996,299.4204000000001,988.2000000000002,98789.8,37.0476032809176,393.9535,0.026301731843791257
225,20.30790528,299.5924,1096.1,98788.4,43.850533304376,392.164,0.02591658827733228
226,18.69889536,299.59340000000003,1051.1399999999999,98782.0,40.3702437446712,392.06600000000003,0.025384070459955707
227,18.60423552,299.6426,1082.1200000000001,98785.0,43.100797978728,389.949,0.026225651728746927
228,19.40391936,299.58600000000007,1052.7999999999997,98757.2,45.7264547999784,389.8705,0.026198191074264646
229,18.56115648,299.61379999999997,1114.6200000000001,98719.2,38.8958812510464,389.30400000000003,0.024464867220070092
230,15.58441728,298.79920000000004,947.8399999999999,98740.0,32.7281684361696,392.6275,0.027120462796387707
231,18.759444479999996,299.39700000000005,972.0,98769.8,38.028169200002395,388.83525,0.02877583483006727
232,19.74919104,299.7688,1040.76,98737.8,43.3039321625256,392.18625,0.02722734635373017
233,16.96807872,299.73440000000005,1040.1399999999999,98711.4,34.342462589371195,395.1065,0.02621234432633115
234,19.81158912,300.083,1082.76,98667.0,42.426072391305595,394.38675,0.025905629922559455
235,18.59326272,299.67660000000006,1000.9799999999999,98660.6,41.6789879999904,394.333,0.026976643482808624
236,18.85246272,299.892,1050.5,98652.6,40.29274584,395.1295,0.025979949446900234
237,19.27236672,299.72,1032.48,98644.8,40.883584618612794,395.67425000000003,0.0263351516248306
238,19.35159552,299.45580000000007,1029.18,98638.0,43.350975957456,397.04625,0.026695690663418082
239,18.915863039999998,299.6798,1064.3,98623.8,42.350405074452,397.68975,0.027462381952588426
240,20.60468928,300.1958000000001,1184.7,98597.6,43.5124575,393.89549999999997,0.028663616620611235
241,18.76561344,299.649,1009.0199999999999,98614.6,42.0254793000072,397.95300000000003,0.02585692872933791
242,18.3147264,299.2478,950.0799999999999,98644.6,39.57294223785599,397.41175,0.026016231106171368
243,19.86479424,299.447,1009.2,98651.0,41.3311594468032,395.69175,0.024865710327332292
244,19.10998656,299.53700000000003,1013.5200000000001,98636.8,41.367829500007204,396.96299999999997,0.025650111393468567
245,18.970761599999996,299.557,1013.0600000000001,98640.4,44.6120434467936,393.65225000000004,0.025188489770463635
246,19.39579776,300.0144,1106.06,98672.2,41.118655950007195,394.01800000000003,0.02553603652017581
247,18.15217344,299.53599999999994,945.9800000000001,98654.0,38.9038846500144,397.26550000000003,0.025016298725813534
248,17.98115328,299.4882,957.0600000000001,98619.2,40.26284948275921,397.33275000000003,0.025594806236304626
249,18.70822656,299.2264,917.3799999999999,98586.2,39.9026551304016,397.5435,0.023649253337015178
250,18.951667200000003,299.40160000000003,930.9,98549.2,47.52358980001919,399.339,0.02469538191326999
251,20.7160416,300.0092,1044.1799999999998,98557.4,42.8243466000096,398.0085,0.025698239320969665
252,19.64257344,299.87480000000005,1000.54,98582.2,39.532032490910396,396.04575,0.026825141535897646
253,17.700802560000003,299.3858,993.0600000000001,98562.0,37.81660538298959,398.95349999999996,0.026004528699529114
254,18.498758399999996,299.60220000000004,1014.2999999999998,98601.2,38.51109000001439,400.73275,0.02855146400692551
255,19.75041792,299.5966,1091.04,98670.8,42.585130819152,395.90225,0.027983443447942184
256,19.12070016,299.6188,1065.48,98651.0,42.01352222727599,394.9355,0.0264877701079849
257,19.07663616,299.7486,1086.76,98617.8,40.288891200011996,396.52624999999995,0.02460843970809544
258,18.92320704,300.26980000000003,1244.1000000000004,98664.4,41.3562105,392.56874999999997,0.02464815774164782
259,17.63050752,299.6388,1123.1000000000001,98663.4,34.9532190587016,394.9405,0.03180187776502699
260,18.25438464,299.4398,1026.74,98631.00000000001,38.639546042544,394.7455,0.02655576892051815
261,17.49947328,299.4978,1009.0799999999999,98602.6,35.6138459999856,397.033,0.02421824125048299
262,19.6859808,299.46080000000006,1042.62,98585.0,41.719287326090395,396.37825000000004,0.02437323394457941
263,18.99362304,299.8444,1019.0600000000001,98580.6,39.472020000014396,395.6125,0.026438185833880797
264,19.703208959999998,300.2346,1068.52,98568.4,40.5962189999928,396.06499999999994,0.02753204149491553
265,21.387024,300.583,1155.36,98543.2,46.1303593714224,394.65649999999994,0.024301339901328278
266,20.37954816,300.57520000000005,1146.8799999999999,98522.8,45.15282,392.89175,0.026338155623502585
267,19.30196736,300.3476,1067.2800000000002,98528.0,41.2458225893712,392.22349999999994,0.02754310033034255
268,19.46543616,300.1734,1065.48,98548.8,44.86303319999039,395.87875,0.026416808989222197
269,18.93993408,300.21040000000005,1122.98,98559.6,38.863213199971206,393.7775,0.026935549425924864
270,18.5541408,299.62160000000006,993.9399999999999,98589.6,38.6573355000144,395.76975,0.026675508807856043
271,19.16519616,299.7532,1105.1399999999999,98612.2,38.9643877928592,393.71425,0.02663869391498987
272,22.143490559999996,300.09560000000005,1205.42,98625.4,45.90683910959039,391.73525,0.026427584295649512
273,16.50941568,299.27680000000004,1054.96,98633.4,36.8185208936112,394.85175,0.02682414231064252
274,18.686298239999996,299.45,1056.14,98618.0,38.9027177904312,396.171,0.025152085910048045
275,20.01989952,299.85800000000006,1083.76,98598.6,42.44354999998559,394.40975000000003,0.024696469276795464
276,20.984486399999998,300.31300000000005,1201.3799999999999,98583.0,45.211095,391.15599999999995,0.02170257503867756
277,19.575768959999998,299.8438,1105.48,98529.4,41.5896885000072,394.11925,0.026619050056142263
278,19.5250176,300.10499999999996,1171.76,98511.0,42.376178364876,390.90675,0.026329392328025353
279,19.370292479999996,300.1812,1196.2199999999998,98532.8,41.145049200009595,393.64875,0.02733332495321789
280,19.468529280000002,300.227,1240.3200000000002,98519.0,44.72972519999039,394.25025,0.028179191228303604
281,19.50917184,300.3902,1220.6399999999999,98479.0,37.99157399998559,394.01599999999996,0.025562669274500925
282,18.4382784,300.25120000000004,1160.1,98476.0,38.7833965999776,393.792,0.029448477960324383
