DOY,SW,PAR,TA,VPD,CO2,PA,ALB
178,19.939125419999996,45.5129523,291.7860416666667,866.6080450522479,397.845,99428.97916666666,0.027820366115867197
179,20.520544679999993,47.16062828999999,294.70625,896.9941441166634,400.8341666666667,99509.79166666666,0.026858873851529852
180,18.878536439999998,44.460747522,296.25687500000004,587.68254111031,400.50937500000003,99032.14583333333,0.026904499466818478
181,20.7804681,47.63862189,297.66895833333336,689.535229837817,398.5708333333334,98510.0625,0.02827312202922333
182,22.677869339999997,47.968158960000004,296.2860416666667,756.5177223416867,393.5041666666666,97891.72916666666,0.025593295940828823
183,17.04047166,40.480814681999995,293.2529166666667,528.442850085341,393.96750000000003,98335.66666666667,0.02711741827883997
184,8.894738800340425,22.486338269999997,287.769375,280.5502438469168,396.01270833333336,98992.97916666667,0.026408706249530248
185,27.364221360000002,61.157240046,288.6829166666667,627.8554908479427,388.126875,99636.85416666666,0.02590045732620665
186,27.26949852,60.83685671399999,290.45395833333333,939.9095649114506,388.3072916666667,99553.89583333333,0.02600224902211243
187,19.53796428,43.037288964,293.53458333333333,938.2639804276735,381.60041666666666,98627.91666666666,0.027453349837819028
188,20.51206794,40.312532574,294.48687500000005,563.5369920877652,384.215,97742.70833333333,0.026452321844144328
189,6.66082116,17.723206782,290.96625,271.822705753857,398.3497142857143,97644.18749999999,0.026129154486327202
190,16.0441452,35.800081254,287.8572916666667,430.4144475576343,382.5058333333333,98526.27083333333,0.02611738664407446
191,20.314349819999997,51.365279214,287.35645833333336,531.0523184380479,388.2522916666667,99517.14583333334,0.027472358986328396
192,25.393759379999995,57.75108471,289.475,698.9320229288228,392.4529166666666,99713.12499999999,0.02575791671221062
193,23.8772718,49.66754787,293.7189583333334,773.6422277405061,391.04020833333334,99256.79166666667,0.026832392843073528
194,18.913188384,46.133263818,293.924375,564.9031472226332,385.28583333333336,98298.70833333333,0.025404922760802178
195,10.4565762,26.467868411999998,290.02312500000005,629.035982378661,390.89145833333333,98533.37499999999,0.025805689425686115
196,16.994618568000003,37.458783126,289.560625,358.6635606035261,394.0195833333333,98034.83333333334,0.02533424689232121
197,11.14010532,31.989314772,287.5004166666667,319.8950524659483,382.1564583333334,98531.4375,0.02734147493417275
